Last6VFlow,VFlow
[96 96 59 67 68 44],36
[96 59 67 68 44 36],34
[59 67 68 44 36 34],29
[67 68 44 36 34 29],30
[68 44 36 34 29 30],27
[44 36 34 29 30 27],30
[36 34 29 30 27 30],28
[34 29 30 27 30 28],26
[29 30 27 30 28 26],38
[30 27 30 28 26 38],21
[27 30 28 26 38 21],25
[30 28 26 38 21 25],12
[28 26 38 21 25 12],12
[26 38 21 25 12 12],9
[38 21 25 12 12 9],27
[21 25 12 12 9 27],16
[25 12 12 9 27 16],22
[12 12 9 27 16 22],22
[12 9 27 16 22 22],39
[9 27 16 22 22 39],36
[27 16 22 22 39 36],60
[16 22 22 39 36 60],37
[22 22 39 36 60 37],39
[22 39 36 60 37 39],53
[39 36 60 37 39 53],66
[36 60 37 39 53 66],39
[60 37 39 53 66 39],76
[37 39 53 66 39 76],91
[39 53 66 39 76 91],88
[53 66 39 76 91 88],108
[66 39 76 91 88 108],97
[39 76 91 88 108 97],121
[76 91 88 108 97 121],147
[91 88 108 97 121 147],138
[88 108 97 121 147 138],173
[108 97 121 147 138 173],163
[97 121 147 138 173 163],165
[121 147 138 173 163 165],188
[147 138 173 163 165 188],180
[138 173 163 165 188 180],161
[173 163 165 188 180 161],195
[163 165 188 180 161 195],191
[165 188 180 161 195 191],223
[188 180 161 195 191 223],229
[180 161 195 191 223 229],206
[161 195 191 223 229 206],243
[195 191 223 229 206 243],214
[191 223 229 206 243 214],203
[223 229 206 243 214 203],211
[229 206 243 214 203 211],227
[206 243 214 203 211 227],238
[243 214 203 211 227 238],225
[214 203 211 227 238 225],260
[203 211 227 238 225 260],227
[211 227 238 225 260 227],242
[227 238 225 260 227 242],210
[238 225 260 227 242 210],208
[225 260 227 242 210 208],220
[260 227 242 210 208 220],244
[227 242 210 208 220 244],206
[242 210 208 220 244 206],209
[210 208 220 244 206 209],212
[208 220 244 206 209 212],222
[220 244 206 209 212 222],254
[244 206 209 212 222 254],253
[206 209 212 222 254 253],244
[209 212 222 254 253 244],177
[212 222 254 253 244 177],187
[222 254 253 244 177 187],203
[254 253 244 177 187 203],204
[253 244 177 187 203 204],163
[244 177 187 203 204 163],138
[177 187 203 204 163 138],128
[187 203 204 163 138 128],113
[203 204 163 138 128 113],134
